,Gender,10percentage,12graduation,12percentage,CollegeTier,collegeGPA,CollegeCityTier,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Salary
3171,1,77,2009,76,2,67.22,0,2013,545,500,515,0.563267824,-1.0208,-1.4526,-1.0659,-0.2344,-1.4356,1,0,0,0,120000
3172,1,80,2009,83.1,2,67.87,0,2013,280,530,430,0.23780284,0.7027,0.7119,0.7785,-0.7415,-0.2859,1,0,0,0,155000
3173,1,70.16,2007,66.8,2,69.7,0,2014,275,485,530,0.486747008,-0.4463,-1.1196,0.01,0.5262,-0.0943,0,0,0,1,150000
3174,1,80.4,2006,80,2,66.74,0,2011,535,615,625,0.824666401,-1.0355,-0.4353,-2.6662,-0.7603,0.3444,1,0,0,0,650000
3175,1,79,2009,87,2,73.4,1,2013,485,520,665,0.023312168,0.5591,0.0459,0.9322,0.2727,0.0973,1,0,0,0,100000
3176,0,82.2,2010,68.8,2,74,0,2014,580,545,390,0.20739217,-0.5899,1.0449,0.9322,-0.7415,1.4386,1,0,0,0,180000
3177,1,69.66,2009,69.6,2,71.7,0,2014,510,460,575,0.667326452,-2.457,-1.2861,-1.6807,0.653,-1.244,1,0,0,0,340000
3178,1,80.8,2007,66.2,2,87.5,1,2011,535,515,475,0.229481755,0.3555,0.3448,0.672,-1.1128,-0.1295,1,0,0,0,250000
3179,0,95.4,2007,93.2,2,79.7,0,2011,585,625,615,0.983749967,-0.7264,0.6568,0.0914,-0.2902,0.3444,1,0,0,0,500000
3180,0,88,2007,75.8,2,71.8,0,2011,535,455,585,0.735795709,-1.0355,0.5008,0.0914,-0.5253,-0.1295,1,0,0,0,400000
3181,1,60.83,2008,53.2,2,71.52,0,2014,360,420,545,0.991397584,0.2718,-0.2871,-1.527,0.9066,-0.6692,1,0,0,0,120000
3182,1,75.4,2007,85.33,2,67.11,0,2012,405,415,395,0.694479328,-1.1901,-0.1232,0.5269,-0.76027,-0.9984,1,0,0,0,565000
3183,1,91.1,2010,92.4,1,83.55,1,2014,615,605,650,0.622642916,0.2718,-1.7856,-0.6048,1.6672,-0.2859,1,0,0,0,325000
3184,0,83,2009,72.9,2,68.5,0,2012,360,325,325,0.163630927,0.4155,-0.2871,-0.4511,0.7798,-0.0943,1,0,0,0,215000
3185,1,87.4,2009,86.6,2,78.4,1,2013,485,475,620,0.824666401,-0.0154,1.2114,1.0859,-1.2486,0.2889,1,0,0,0,175000
3186,1,66.67,2005,57.1,2,73,1,2014,370,510,475,0.843123727,-0.0154,-0.1206,-0.6048,0.0192,-0.6692,0,0,0,1,180000
3187,1,56,2006,58,2,78,0,2013,710,500,470,0.930370607,0.1282,0.0459,0.7785,2.1743,-0.6692,0,0,0,1,345000
3188,0,82.5,2007,73,2,53.25,1,2011,575,445,435,0.563267824,0.6646,-0.1232,0.3817,1.1199,0.8183,1,0,0,0,180000
3189,1,80.8,2010,81.5,2,74,0,2014,560,455,405,0.23780284,1.9953,1.0449,0.4711,-1.6289,0.8637,1,0,0,0,100000
3190,1,84.2,2009,80.2,2,80.5,1,2013,570,560,560,0.635978756,0.99,1.5444,1.3933,-0.6147,0.6721,1,0,0,0,335000
3191,0,83,2007,79.5,2,73.18,0,2011,565,505,575,0.824666401,0.0464,-0.2793,-0.0537,-0.2902,-1.0774,1,0,0,0,370000
3192,0,94.4,2009,85,2,80.29,1,2013,580,475,720,0.376059587,1.4208,1.2114,0.7785,-1.1218,1.0554,1,0,0,0,340000
3194,1,75.2,2006,60.2,2,69.54,0,2011,555,645,515,0.704090412,-1.3447,0.3448,-0.7794,-0.6428,-0.1295,1,0,0,0,325000
3195,1,85,2008,67,2,76,0,2012,345,560,455,0.735795709,-0.7651,0.3448,-0.6343,0.6204,-1.0774,1,0,0,0,325000
3196,1,73,2005,50,2,64.86,0,2011,365,325,425,0.229481755,-1.4992,-2.3073,-2.0856,-0.1727,-2.8152,1,0,0,0,120000
3197,1,89.5,2010,73.4,2,70.06,1,2014,700,505,585,0.486747008,0.2718,0.0459,-1.0659,-2.136,-1.244,1,0,0,0,320000
3198,1,72,2010,65,2,59.8,0,2015,525,565,430,0.338786347,0.7027,-0.2871,-0.6048,-0.8682,1.247,1,0,0,0,180000
3199,1,84.62,2010,65.4,2,76,0,2014,360,510,475,0.622642916,-0.159,-0.9531,0.9322,1.2869,-0.2859,1,0,0,0,260000
3200,0,89,2009,85,2,76,0,2013,345,335,475,0.23780284,-0.1855,0.0328,-1.0697,0.97293,-0.2875,1,0,0,0,200000
3201,1,86.6,2009,81.5,2,78,1,2013,500,560,470,0.837620726,0.7027,-0.4536,-1.2196,-0.8682,-0.8608,1,0,0,0,265000
3202,1,90.4,2009,84.6,2,83.5,0,2013,430,375,530,0.986525019,-1.8083,-1.9953,-2.521,1.0747,-2.0253,1,0,0,0,205000
3203,1,68.8,2007,68.7,2,67,0,2011,545,485,505,0.229481755,0.51,0.8128,0.5269,1.0024,-0.4455,1,0,0,0,240000
3204,1,81.5,2009,80.2,2,82,1,2013,430,510,415,0.3423149,0.7027,-1.1196,-0.1437,0.3995,0.2889,1,0,0,0,310000
3206,0,64,2009,60,2,65,1,2013,665,555,310,0.450876584,-0.0154,1.3779,1.7007,-1.1218,0.8637,1,0,0,0,205000
3207,0,86,2008,80,2,80.7,1,2012,475,445,425,0.538386893,-1.6924,-0.9033,-0.7794,0.7967,-1.2354,1,0,0,0,205000
3208,0,81,2009,74.4,2,70,0,2013,530,450,425,0.229481755,-0.3027,0.2124,-0.1437,0.9066,0.0973,1,0,0,0,215000
3209,1,88.5,2006,88.16,2,80,1,2010,495,465,345,0.563267824,0.2009,1.4368,0.672,-0.4078,-0.6035,1,0,0,0,460000
3210,1,80,2008,94.5,2,70.1,0,2012,535,655,695,0.884122512,0.8192,1.2028,0.3817,1.5899,0.0284,1,0,0,0,405000
3211,0,89.6,2007,95.4,2,74.7,0,2011,595,595,645,0.376059587,0.3555,0.6568,-0.344,1.0024,0.6603,1,0,0,0,480000
3212,0,92.5,2009,95.3,2,79.6,1,2013,510,585,650,0.765673581,0.5591,1.0449,0.4711,-1.7556,0.0973,1,0,0,0,325000
3213,1,91.53,2010,71.17,1,60.7,1,2014,545,615,820,0.598280691,0.5591,1.0449,-0.2974,-1.6289,0.6721,1,0,0,0,210000
3214,1,87.33,2008,93.7,2,74.64,0,2012,475,570,585,0.338786347,1.5644,1.7109,2.1617,-2.136,-0.0943,1,0,0,0,240000
3215,1,86,2008,73,1,66.6,0,2013,745,640,825,0.994050872,-0.5899,1.2114,-0.6048,0.1459,0.4805,1,0,0,0,450000
3216,1,77.6,2010,68.5,2,71,0,2014,455,395,405,0.953899775,0.4155,1.5444,0.3174,-0.6147,0.2889,1,0,0,0,250000
3218,1,79.2,2009,73,2,68.96,0,2013,555,605,680,0.960603252,0.2718,0.5454,-2.2954,0.0192,0.2889,1,0,0,0,520000
3219,0,89,2008,97,2,74,1,2012,375,425,565,0.81941653,1.7465,1.7488,1.688,-1.3478,0.0679,1,0,0,0,400000
3221,1,57,2004,51,2,64.7,0,2010,305,505,385,0.670743151,-0.2628,0.0328,0.0914,-1.1128,-1.5513,1,0,0,0,420000
3222,1,85.66,2009,92,2,66.81,0,2013,395,425,590,0.755375121,-0.159,0.3789,0.1637,1.5404,-0.0943,1,0,0,0,150000
3223,0,83,2009,73,2,67,0,2013,595,625,560,0.338786347,-0.3027,0.7119,1.3933,-2.3895,0.6721,1,0,0,0,325000
3224,1,77,2008,75,2,65.42,1,2012,425,415,375,0.068445751,1.4374,1.1248,1.2525,0.53233,0.4234,1,0,0,0,200000
3225,1,65,2008,65.4,1,67.72,0,2014,490,615,725,0.744758354,-0.3027,-0.7866,-1.527,1.9207,-1.6273,1,0,0,0,300000
3226,1,61.57,2008,54.33,2,79.6,0,2014,325,470,465,0.23780284,0.1282,0.2124,0.4711,0.0192,1.247,1,0,0,0,200000
3228,1,86.8,2006,85.5,2,63.17,1,2010,495,515,575,0.960603252,-0.1082,0.5008,0.0914,-0.4078,0.5024,1,0,0,0,475000
3229,1,70,2011,58,2,70,0,2017,440,435,380,0.23780284,-0.4463,0.3789,0.7785,-0.6147,0.0973,1,0,0,0,100000
3230,1,73,2008,60.2,2,75.47,0,2013,475,435,485,0.649389715,1.1336,-1.2861,0.6248,-1.8824,0.8637,1,0,0,0,200000
3232,1,78.2,2007,80.6,2,71.72,0,2012,450,450,705,0.765673581,-1.1128,-1.0593,-0.7794,1.3255,-1.5513,1,0,0,0,415000
3233,1,88.2,2009,91,1,75.7,1,2013,720,510,655,0.486747008,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,1,0,0,0,350000
3234,1,80.63,2008,72.4,2,73.3,0,2013,325,485,515,0.308400583,-0.3027,1.0449,1.547,1.6672,-0.2859,1,0,0,0,380000
3235,1,56,2009,63,2,65,0,2013,404,495,405,0.279258512,0.2718,-0.9531,0.4711,-1.1218,-1.0524,1,0,0,0,220000
3236,0,80,2004,57,2,73,1,2011,565,465,475,0.765673581,0.51,0.8128,0.2366,0.1798,-0.7615,0,0,0,1,270000
3237,1,72.6,2003,51,2,72,0,2011,535,515,445,0.864685413,0.51,0.9688,1.688,-0.9953,1.1343,0,0,0,1,460000
3238,0,87.73,2007,85.42,2,65.37,1,2011,655,435,454,0.377551419,-0.5719,-0.5913,-0.6343,1.5899,-0.4455,1,0,0,0,380000
3239,1,91.2,2010,80,1,79.42,1,2014,765,645,855,0.338786347,-0.3027,0.3789,-2.4491,-0.4879,-1.4356,1,0,0,0,325000
3240,1,76.64,2006,59,2,65.7,1,2010,444,455,285,0.377551419,-0.5719,-0.4353,-0.6343,0.4148,-0.6035,1,0,0,0,470000
3241,1,89.5,2010,93.9,2,75.67,0,2014,535,625,645,0.622642916,-0.159,-1.2861,-0.9122,0.0192,-1.244,1,0,0,0,145000
3242,1,68.83,2008,69.6,2,69.5,0,2014,485,510,560,0.338786347,1.1336,1.2114,1.7007,-2.0092,1.247,1,0,0,0,145000
3243,1,81.5,2009,85,1,69,1,2013,675,670,840,0.376059587,-0.0154,0.8784,1.3933,0.3995,0.6721,1,0,0,0,300000
3244,1,72,2011,62.8,2,60.4,0,2015,490,455,495,0.88162007,0.7027,-1.1196,0.3174,1.1601,-1.8189,1,0,0,0,245000
3245,1,84.5,2005,93.6,2,77,0,2011,435,505,615,0.600057182,0.0464,0.5008,-0.0537,0.0623,0.1864,0,0,0,1,480000
3246,1,91.5,2009,88.5,2,67.3,0,2013,430,495,720,0.338786347,-1.1644,-1.6191,-0.7585,-0.6147,-2.3937,1,0,0,0,365000
3247,1,90.2,2011,84.8,1,66.23,1,2015,545,670,680,0.842248322,-0.4463,1.2114,1.0859,-0.8682,0.4805,1,0,0,0,1500000
3248,1,79,2010,78,2,66,0,2014,570,555,665,0.88162007,1.2772,1.3779,1.0859,-1.2486,1.247,1,0,0,0,370000
3249,0,85,2010,74,2,74.9,0,2014,450,425,545,0.356536488,0.7027,0.7119,1.3933,-0.1076,0.0973,1,0,0,0,220000
3251,1,89,2010,84.8,2,73,0,2014,545,395,415,0.943272158,1.2772,1.2114,1.2396,-0.4879,-0.6692,1,0,0,0,350000
3252,0,58,2008,64,2,78.61,0,2014,335,465,385,0.622642916,0.7027,0.3789,0.1637,0.9066,-0.0943,0,0,0,1,100000
3253,0,90.8,2007,84.2,2,84,0,2011,575,665,605,0.0587928,-0.4173,0.1888,0.3817,-0.0552,0.9763,1,0,0,0,400000
3254,1,74.7,2010,73,2,76,0,2014,440,530,390,0.744758354,-1.5953,0.3789,0.3174,0.2727,0.4805,1,0,0,0,300000
3255,1,85,2007,89,2,70,0,2011,475,605,505,0.229481755,-2.272,0.0328,-0.6343,-0.6428,-0.6035,1,0,0,0,600000
3256,1,69.5,2007,90.5,2,84.77,1,2014,405,530,605,0.911395278,0.99,-0.2871,0.7785,-1.6289,-0.8608,0,0,1,0,400000
3257,0,86,2009,91,2,77,0,2013,455,445,445,0.694479328,-0.2628,0.1888,-0.1988,-0.0552,-0.6035,1,0,0,0,320000
3258,1,91.5,2010,75.5,2,76,0,2014,475,450,150,0.45901584,-1.1644,-0.6201,0.7785,1.5404,-0.2859,1,0,0,0,240000
3259,1,84.3,2007,70.2,2,65.14,0,2012,605,605,334,0.670743151,0.3555,-0.4353,-1.5776,-0.2902,-1.2354,1,0,0,0,60000
3260,1,62.3,2009,75.6,1,73.12,0,2014,525,460,570,0.943272158,-0.0154,1.2114,-0.6048,1.0333,1.4386,1,0,0,0,180000
3261,0,85.8,2009,77.4,2,60.87,0,2013,555,610,650,0.538386893,0.8192,1.4368,-1.2148,-0.4078,0.1864,1,0,0,0,390000
3262,1,72,2010,71,2,72.46,1,2014,475,360,570,0.563267824,0.5591,1.0449,0.9322,-0.1076,0.0973,1,0,0,0,300000
3263,0,85.66,2006,82,2,75,0,2010,485,645,635,0.884122512,-2.272,-0.1232,-2.8113,0.0623,0.0284,1,0,0,0,450000
3264,1,88.6,2010,74.16,2,73.1,0,2014,420,445,415,0.744758354,0.99,0.3789,0.4711,-1.5021,0.8637,1,0,0,0,210000
3265,1,76.8,2008,64,2,70.44,0,2013,360,585,575,0.557389506,0.2718,1.5444,1.7007,-1.8824,1.0554,1,0,0,0,180000
3266,1,82,2010,80,2,73,0,2014,590,555,590,0.783303537,-0.4463,0.5454,0.6248,-0.2344,0.6721,1,0,0,0,325000
3267,0,85,2010,80,2,74,0,2014,605,580,595,0.911395278,-0.159,0.0459,-0.7585,-1.3753,0.4805,1,0,0,0,300000
3268,1,87.87,2006,93.9,2,75.3,1,2010,455,555,605,0.229481755,-0.1082,0.1888,-0.344,1.8249,0.9763,1,0,0,0,600000
3269,0,89,2008,89.2,2,79.43,0,2013,575,575,525,0.704090412,-1.8083,-0.2793,-0.344,1.76613,0.3444,1,0,0,0,300000
3270,1,70.75,2009,63,2,75,1,2013,545,555,485,0.649389715,0.5591,0.0459,-0.7585,-1.5021,0.0973,1,0,0,0,300000
3271,0,81.4,2008,74,1,76.24,1,2013,485,525,620,0.953899775,0.5591,0.5454,1.7007,-2.0092,1.247,1,0,0,0,200000
3272,0,88,2008,92.1,2,80,0,2012,565,395,525,0.525922584,0.51,1.3198,0.8171,0.53233,-0.7615,1,0,0,0,515000
3273,1,73.5,2008,79.67,2,75.5,0,2012,500,535,620,0.81941653,0.0464,0.1888,-2.8113,-0.2609,0.8183,1,0,0,0,120000
3274,0,94,2008,98.2,2,82.47,1,2012,455,595,554,0.376059587,-0.881,0.5008,-0.0537,0.6498,-0.5245,1,0,0,0,360000
3275,1,64.4,2009,65.6,2,63.5,0,2014,335,530,575,0.765673581,-0.7335,-0.2871,0.3174,1.794,0.0973,1,0,0,0,150000
3276,1,83.69,2006,76.67,1,95.7,0,2010,495,615,725,0.694479328,-1.4992,0.3448,-0.0537,-0.7603,0.5024,1,0,0,0,1100000
3278,1,75.2,1999,61.2,1,62,1,2010,575,554,615,0.974396113,-1.6538,-0.9033,-0.7794,-0.1727,-1.2354,1,0,0,0,300000
3279,0,82,2008,75,2,64.3,1,2012,575,495,365,0.278457409,-1.4992,-0.7473,-1.0697,0.06223,0.1864,1,0,0,0,200000
3280,1,90.6,2009,78,1,62,0,2013,710,565,690,0.338786347,-1.0208,0.3789,-1.2196,-0.995,-0.0943,1,0,0,0,240000
3281,0,91.8,2010,94.9,2,75,0,2014,580,555,405,0.144789889,0.4155,-0.2871,-0.6048,-1.2486,-0.8608,1,0,0,0,275000
3283,0,72,2008,59,2,68,0,2012,545,525,150,0.24545566,-1.6538,-0.4353,-0.0537,1.5899,-1.8673,1,0,0,0,225000
3284,1,50,2008,64,2,70,0,2011,345,365,445,0.538386893,-0.4173,-1.3713,0.9042,1.5578,0.3444,1,0,0,0,120000
3285,0,78,2008,79.4,2,76.76,0,2012,465,575,625,0.864685413,1.2828,0.7348,0.0552,-0.0552,-0.9194,1,0,0,0,455000
3286,1,78.2,2010,76,2,74,0,2014,475,555,650,0.842248322,0.4155,0.7119,0.7785,-2.3895,0.6721,1,0,0,0,195000
3287,1,92.5,2009,80.2,1,75,1,2013,615,495,750,0.976292561,-1.5953,0.8784,0.3174,-0.3612,0.4805,1,0,0,0,380000
3288,1,73,2009,73,2,73,0,2013,465,455,250,0.486747008,0.8463,0.5454,1.2396,-0.8682,1.0554,1,0,0,0,320000
3289,0,79.6,2010,87.2,2,73.87,0,2014,370,485,320,0.911395278,1.4208,-0.7866,0.6248,0.2727,0.4805,1,0,0,0,100000
3290,1,78,2010,72,2,72,0,2014,485,555,560,0.622642916,-1.308,-3.1176,-1.0659,0.1459,-0.8608,1,0,0,0,200000
3291,0,90,2010,88.4,2,73.14,1,2014,485,410,575,0.450876584,1.4208,0.8784,1.0859,-0.6147,1.6302,1,0,0,0,95000
3292,1,87.58,2002,82.71,2,77.36,1,2010,475,575,535,0.525922584,-0.5719,-0.1232,-0.0537,0.0623,-0.6035,0,0,0,1,185000
3293,1,58.8,2004,65.5,2,51,1,2011,545,435,485,0.538386893,-0.4173,0.6568,0.8171,-0.9953,-0.7615,1,0,0,0,110000
3294,1,62,2007,73.8,2,70.3,0,2013,385,570,690,0.144789889,-1.4517,-2.2851,-1.0659,0.1459,-2.9686,1,0,0,0,280000
3295,1,66,2006,66.66,2,66.22,0,2011,450,545,765,0.901489571,0.2009,0.7348,0.5994,1.0024,-0.6035,1,0,0,0,140000
3296,0,81,2008,81,2,74,0,2012,445,425,525,0.008154775,0.6646,0.9688,0.5994,0.29733,-0.4455,1,0,0,0,385000
3297,1,90,2007,86,2,78,1,2011,645,695,435,0.735795709,0.3555,0.5008,0.672,0.4148,-0.4455,1,0,0,0,470000
3298,1,67,2008,68,2,66,0,2012,445,475,565,0.450876584,1.1283,1.7878,-0.0537,-2.2879,-0.2875,1,0,0,0,240000
3299,1,68,2009,72,2,73,0,2013,475,520,575,0.930370607,-0.3027,0.8784,-0.2974,-0.6147,0.0973,1,0,0,0,500000
3300,1,76,2009,66,2,61.75,0,2014,630,530,430,0.622642916,0.2718,-0.4536,-0.2974,-0.7415,-0.8608,1,0,0,0,120000
3301,1,63.33,2009,72.15,2,66,1,2013,440,505,440,0.622642916,-0.4463,0.5454,-0.7585,0.2727,-0.4776,1,0,0,0,100000
3302,0,91,2006,85,2,74,1,2010,465,495,485,0.376059587,-0.2628,0.5008,-0.1988,-1.4653,0.0284,1,0,0,0,680000
3303,1,88,2009,90.03,2,79.52,0,2013,485,655,735,0.992259189,-0.5899,-1.4526,-1.2196,-0.7415,-1.0524,1,0,0,0,380000
3304,1,66.5,2008,66.4,2,66,0,2013,500,560,560,0.376059587,-0.5719,0.8351,0.2477,-0.6428,-0.4455,1,0,0,0,145000
3305,1,86.5,2010,82.5,2,61.86,1,2014,490,395,485,0.911395278,-0.0154,-0.6201,-0.2974,0.7798,-1.8189,1,0,0,0,300000
3306,1,72.2,2010,70,2,62.4,0,2014,545,525,630,0.725984148,1.1336,1.0449,-0.1437,-0.8682,0.6721,1,0,0,0,675000
3307,1,78,2006,57.5,2,64.8,0,2010,415,575,485,0.884122512,0.9737,0.5008,-1.3599,0.1798,0.6603,1,0,0,0,100000
3308,1,63.2,2003,62.6,2,6.45,1,2011,505,575,435,0.824666401,-1.3447,1.1248,0.672,1.5899,-0.2875,1,0,0,0,250000
3309,1,62.88,2006,77.5,2,70,1,2010,455,515,405,0.884122512,-0.4173,-0.1232,-0.344,-0.7603,0.6603,1,0,0,0,560000
3310,0,84,2007,80,2,74.3,0,2011,524,555,565,0.765673581,-0.5719,1.5928,1.2525,-0.5253,0.5024,1,0,0,0,360000
3311,1,85.6,2010,80.4,2,68.71,1,2014,545,620,650,0.953899775,-0.4463,0.0459,0.4711,0.3995,-1.0524,1,0,0,0,275000
3312,1,85,2008,68.6,2,64.5,0,2012,585,465,425,0.450876584,-0.9969,0.0328,-0.344,0.7086,-1.2354,1,0,0,0,325000
3313,0,88.3,2007,91.8,2,69.1,1,2011,585,595,605,0.704090412,1.1283,0.8128,1.9782,-0.7603,0.9763,1,0,0,0,460000
3314,0,82.5,2006,85.23,2,77.8,1,2011,555,595,675,0.960903087,-1.3447,-0.7473,-0.7794,1.1199,-0.2875,1,0,0,0,435000
3315,1,67,2005,77,2,76,0,2011,545,554,435,0.486747008,0.99,0.7119,-0.9122,-1.6289,1.0554,1,0,0,0,550000
3316,1,90.1,2009,83.6,2,72,0,2013,605,475,515,0.960603252,-0.7335,0.5454,-0.9122,0.0192,-0.0943,1,0,0,0,200000
3317,1,84,2010,77.77,2,67,0,2014,350,395,310,0.23780284,-1.0208,0.0762,-0.6048,1.5404,-2.2021,1,0,0,0,120000
3320,1,63.8,2004,63,1,61.46,0,2010,595,495,605,0.793580615,-1.6538,1.2808,1.3977,0.7673,0.9763,1,0,0,0,120000
3321,1,84,2009,87,2,78.5,1,2013,780,630,650,0.735795709,-0.7335,0.2124,-0.2974,0.1459,-0.8608,1,0,0,0,600000
3322,1,69.33,2003,63,1,85.2,0,2011,585,585,635,0.884122512,0.0464,0.9688,0.3817,-1.3478,-0.2875,0,0,0,1,700000
3323,1,97.76,2009,96.33,2,96.9,1,2013,650,655,720,0.985461394,1.5644,0.7119,0.4711,-0.3612,0.2889,1,0,0,0,800000
3324,1,54,2004,54,2,67.05,0,2013,380,365,430,0.735795709,-0.0154,0.0459,0.1637,0.5262,0.2889,0,0,0,1,100000
3325,1,74.5,2008,73.6,2,66.5,0,2013,535,450,545,0.356536488,0.5591,-0.4536,-1.8344,0.5262,-0.8608,1,0,0,0,100000
3326,1,89.12,2009,73.3,2,76.23,1,2013,640,630,575,0.983749967,-0.0154,0.3789,0.3174,-0.2344,0.2889,1,0,0,0,570000
3328,1,72,2009,53,2,73.5,0,2013,465,420,500,0.356536488,0.1282,0.3789,0.3174,-0.7415,0.6721,1,0,0,0,360000
3329,0,94.8,2007,84.09,2,72.8,1,2011,415,455,464,0.165633092,-1.6538,-1.0593,-1.3599,-0.0552,-1.7093,1,0,0,0,110000
3330,1,91,2009,86.8,1,80.8,1,2013,765,645,810,0.901489571,-0.4463,-0.7866,-0.4511,-0.6147,-1.4356,1,0,0,0,265000
3331,0,81.5,2004,74.05,2,70.06,0,2010,455,465,535,0.765673581,0.2009,0.0328,0.0914,1.0024,-0.4455,0,0,0,1,420000
3332,0,87.8,2010,90.91,2,71.66,0,2014,370,520,415,0.536782667,-0.159,-0.4536,-1.3733,0.0192,-0.0943,1,0,0,0,150000
3333,1,71,2008,74.2,2,81.4,1,2012,660,485,415,0.20739217,-0.159,1.2114,-0.7585,0.7798,0.6721,1,0,0,0,145000
3334,1,66,2008,58,2,64,0,2012,475,510,385,0.486747008,0.1282,-0.4536,-0.9122,-0.4879,0.4805,1,0,0,0,180000
3335,1,81,2008,85,1,82.2,1,2013,590,570,795,0.538386893,-0.159,0.3789,0.1637,-1.7556,0.2889,1,0,0,0,350000
3336,0,83.33,2007,81.16,2,78.5,0,2011,535,585,525,0.229481755,1.1283,0.6568,-1.3599,-0.9953,0.3444,1,0,0,0,550000
3337,1,74,2002,40,2,67.2,0,2010,565,455,375,0.563267824,-0.881,0.0328,-1.5051,-0.2902,-0.9194,0,0,0,1,300000
3338,1,77,2009,66,2,78,1,2013,580,530,465,0.062221291,0.8463,1.2114,1.2396,-0.8682,0.6721,1,0,0,0,335000
3339,1,78,2008,86.7,2,74.79,1,2012,495,435,485,0.916869961,0.6646,1.2808,-0.4891,-0.5253,-0.169,1,0,0,0,590000
3340,1,87.52,2010,74.5,2,72.78,1,2014,580,475,270,0.744758354,1.4208,0.5454,0.6248,-2.136,0.4805,1,0,0,0,310000
3341,1,83,2008,81,2,79.2,0,2012,440,655,705,0.837620726,-1.0208,0.3789,0.6248,-1.6289,-0.2859,1,0,0,0,180000
3342,0,92.6,2009,89.9,2,82.27,0,2013,730,620,590,0.942116551,0.8463,1.2114,0.9322,-0.1076,1.0554,1,0,0,0,325000
3343,0,81.6,2008,72,2,73.84,0,2012,495,615,435,0.735795709,0.51,-0.4353,-0.6343,0.00353,0.5024,1,0,0,0,120000
3344,1,86.5,2010,90.7,1,60.9,0,2014,395,325,310,0.776578324,0.4155,-0.1206,0.9322,0.653,0.0973,1,0,0,0,310000
3345,1,86,2009,65,2,61,0,2013,615,545,750,0.635978756,0.99,1.5444,0.1637,-0.7415,1.0554,1,0,0,0,110000
3346,1,88.2,2010,80.8,2,70,0,2014,735,595,545,0.999910408,1.9953,1.0449,-0.1437,-2.3895,0.2889,1,0,0,0,325000
3347,1,70.6,2007,81.6,2,81.8,1,2012,675,545,680,0.843123727,-0.0154,-1.6191,-1.6807,1.9207,1.0554,1,0,0,0,500000
3348,0,69.4,2006,60,2,65.6,0,2010,355,415,555,0.229481755,0.3555,0.3448,-0.0537,0.0623,0.0284,1,0,0,0,425000
3349,1,83.8,2010,65.6,2,61,0,2014,605,625,575,0.842248322,0.8463,1.0449,1.2396,-1.2486,0.6721,1,0,0,0,315000
3350,1,82,2009,81,2,64,0,2013,435,475,475,0.985461394,-1.6924,-0.2793,-0.6343,0.3561,0.1864,1,0,0,0,180000
3351,1,75.8,2007,57.8,2,61,1,2011,455,415,395,0.124502074,-1.1901,-0.9033,-0.4891,0.6498,-0.1295,1,0,0,0,180000
3352,1,88.8,2009,82,2,71.92,1,2014,710,560,605,0.88162007,1.5644,1.7109,1.2396,-1.1218,0.0973,1,0,0,0,320000
3353,1,83,2009,55,2,66.31,1,2013,525,485,355,0.622642916,-1.308,-0.4536,-1.0659,-0.2344,-0.8608,1,0,0,0,320000
3354,1,78.6,2009,78.2,1,75.57,1,2013,450,500,620,0.229481755,-0.5899,0.2124,0.4711,-0.7415,0.8637,1,0,0,0,325000
3355,1,80,2010,65.2,2,68.96,0,2014,640,555,620,0.622642916,-0.159,-0.6201,-0.6048,0.3995,0.0973,1,0,0,0,315000
3356,0,88.44,2010,94.6,2,82.2,0,2014,605,485,650,0.911395278,-0.3027,0.5454,0.7785,0.1459,-0.0943,1,0,0,0,305000
3357,1,89,2009,71,2,55,0,2014,580,595,665,0.930370607,1.1336,0.7119,0.7785,0.1459,0.4805,1,0,0,0,300000
3358,1,90,2009,67.8,2,78,0,2014,475,485,525,0.916869961,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,1,0,0,0,275000
3359,1,73,2009,77,2,79.67,0,2013,475,585,515,0.229481755,0.51,0.8128,-1.0697,-0.4371,0.1864,1,0,0,0,410000
3360,1,77.33,2007,77.4,2,77,0,2012,645,575,615,0.376059587,0.8192,0.8518,1.1437,0.8848,0.0284,1,0,0,0,400000
3361,1,54,2007,53,2,73,0,2011,475,495,575,0.563267824,-1.9629,-0.2793,-0.6343,-0.2902,0.1864,1,0,0,0,275000
3362,1,69.2,2008,71.2,2,67.46,0,2012,425,535,555,0.376059587,-1.6538,1.1248,0.8171,-0.0552,-0.406,1,0,0,0,300000
3363,0,87,2008,60,2,77.22,0,2013,520,620,470,0.744758354,0.99,1.5444,1.547,-1.3753,1.0554,1,0,0,0,300000
3364,1,60,2010,60.06,2,63.63,0,2014,325,300,295,0.486747008,1.4208,-0.9531,1.0859,0.2727,-0.4776,1,0,0,0,120000
3366,1,90.16,2010,82,2,80.1,0,2014,570,595,750,0.783303537,0.8463,1.0449,0.3174,0.2727,0.8637,1,0,0,0,300000
3367,1,77.33,2008,62.6,2,62.81,1,2012,465,670,795,0.486747008,0.99,1.0449,1.2396,-1.3753,1.6302,1,0,0,0,220000
3368,1,68.2,2009,61.2,2,67.6,0,2013,640,555,585,0.622642916,0.4155,0.2124,-0.2974,-1.3753,-0.2859,1,0,0,0,325000
